Compound name,Mass,RT,C18,1C18-Ani,1C18-Cat,C8,1C8-Ani,1C8-Cat,Ani1,Ani2,Ani3,2C18-Ani,2C8-Ani,2GP-Ani,2SH-Ani,Cat1,Cat2,Cat3,2C18-Cat,2C8-Cat,2GP-Cat,2SH-Cat,1SH-Ani,1SH-Cat,1GP-Ani,1GP-Cat
Cpd129,778.482,15.16,1464168.976,,,,2885602.17,,,,,,,,,4526006.182,2134206.355,,34856.36278,33463.99195,22095.6721,153830.357,,,,
Cpd130,141.059,8.86,60949.51448,3379607.918,3589481.933,,,,373314.8311,361641.5292,463418.6674,1930646.183,1043220.955,,,,,,,141143.5225,,529149.1034,,,,
Cpd131,453.286,22.72,1662804.571,1860388.026,1390729.957,1237557.412,2184406.814,1627103.525,,,,,,,,,,,,,,,2732420.688,2405460.903,3217750.586,2565830.213
Cpd132,303.293,20.28,43010.59517,107405.3765,248361.1227,2476836.738,3395994.479,248613.3955,4420.066985,25248.69613,24203.95525,19098.16441,24028.40173,24631.80179,23505.34259,32167.45006,30188.75096,24010.69998,21860.52025,26921.83985,23516.04133,24563.45467,66087.01432,41316.8504,468494.6895,68194.50507
Cpd133,109.002,1.68,1652408.944,2508602.122,2804448.086,2030484.133,1468514.184,1867914.095,70947.64047,198804.4259,182000.2414,709546.1839,1516951.619,621656.0018,1268922.347,401821.5655,503749.2766,,,,,,1029018.629,1423916.145,212081.1551,2708182.88
Cpd134,857.513,12.38,1884551.524,,,1992733.11,205331.995,174695.6102,,,1965657.226,,,,42683.29587,88052.0841,,,225543.0495,185368.9366,,51707.1635,,68912.36265,,96292.12712
Cpd135,168.029,3.01,17739.92833,2580564.83,2745309.032,,,,3739082.013,3888243.779,3692952.682,3575704.77,4395961.15,884359.1077,1713601.139,,,,,,,,9185.771673,11552.92332,,10038.78104
Cpd136,479.301,23.36,1294096.385,1919271.459,1516879.542,1472650.758,2345551.186,1210039.379,,,,,,,,,,,,,,,3215427.814,2249706.527,2760801.884,2278576.831
Cpd137,197.933,1.7,1137538.007,2641617.117,3009607.605,1660928.523,1447425.366,1605338.887,37568.32025,44346.42649,20389.72925,532398.5288,1442713.815,663854.8528,1336955.059,,,,,,,,955084.0756,1210752.599,265193.0062,2662714.398
Cpd138,860.425,31.21,,,,,,,,,,,,,,,,,,,,,,,,
Cpd139,358.141,17.83,1038428.387,2525777.28,2407976.656,1176117.698,1597397.526,1500413.943,,,,,,,,2157342.816,1160652.759,910885.9159,,,,,1596544.144,1569760.626,1217067.977,1508306.004
Cpd140,517.315,23.05,6953008.769,10531156.63,7938357.32,6591374.058,9700609.118,8169829.334,,43512.95163,48333.4987,,39875.3611,,,173970.4907,431998.1555,227346.8346,109188.0687,126375.4069,,,11671479.65,9580992.88,11233054.92,9631461.364
Cpd141,679.364,29.24,1287634.87,2362800.071,2305458.609,1306696.266,2417125.592,2275296.448,,,,,,,,,,,,,,,3366819.178,2775463.09,3354729.54,2779935.17
Cpd142,827.507,11.97,1352403.229,,,1376415.938,,,,,1603927.783,,,,,,,,,,,,,,,
Cpd143,783.359,29.18,,2274711.86,2137513.829,,2448447.849,2201100.771,,,,,,,,,,,,,,,3099353.317,2530831.78,3120530.867,2615076.038
Cpd144,509.349,24.4,1728169.342,1910837.16,2292110.663,3738519.998,4341525.449,2056005.281,752.0507696,,,,,,,,,,,,,,9005434.874,6037586.933,9369289.638,7269801.314
Cpd145,800.511,12.06,,,,,,921353.5928,,1481458.588,1286991.68,,12706.62646,20250.74652,,3308664.208,3232941.157,,7555.624266,20899.2713,26631.85922,78596.80474,,,,
Cpd146,104.027,10.79,,,,,,,2308215.267,2671543.706,2869187.314,2900725.443,3891404.435,1920771.21,2656948.982,,3458.106706,,,,,,,,,
Cpd147,748.376,10.75,2144469.077,2895924.349,2729868.214,446746.8041,604781.324,653962.5894,2835290.367,3049125.943,3711400.862,486031.8206,3235483.124,1935558.957,2795460.82,25823.73795,352906.6403,173617.7845,25862.03564,71295.97806,363194.1339,257167.4749,17461.85919,18567.9315,6302.497175,33576.60434
Cpd148,367.274,17.93,1891476.276,3616725.708,3289453.514,1807782.639,2559769.278,2450108.814,,,,,,,,,,,,,,,2915552.862,2848527.044,3616082.614,2203072.151
Cpd149,303.293,20.28,42287.238,112916.2793,241537.7892,2441524.708,3443372.338,254138.7998,27212.09887,24090.04928,25484.44424,18634.09546,22850.07364,22763.97885,24173.78721,29613.42177,26721.67804,20697.00075,20387.37409,27034.78531,22886.29813,25270.08142,66929.52497,42667.06221,466067.7339,68810.46284
Cpd150,816.393,31.24,,,,,,,,,,,,,,,,,,,,,,,,
Cpd151,860.425,28.78,,1995724.407,1132855.248,,1575857.804,1554260,,,,,,,,,,,,,,,,2130269.387,3178957.983,1578525.97
Cpd152,586.357,14.83,1344912.501,1916684.477,1608102.464,1521285.21,2138626.757,2021787.196,61526.78153,198758.3603,173970.091,,,124734.7366,220465.2939,949519.1474,1150810.01,800375.3633,,,165539.3794,238836.1775,1646304.519,1496739.9,1691615.972,1557596.99
Cpd153,753.383,31.73,724769.1381,706682.0744,643892.0949,623490.3205,1459802.012,1176084.708,,,,,,,,,,,,,,,2726751.532,2379391.1,3108710.454,2518377.075
Cpd154,427.366,23.41,538905.4315,869902.3708,713957.9581,267436.1916,884771.424,889987.5281,,,,,,,,,,,,,,,2098848.801,1575870.265,2258720.986,1650349.131
Cpd155,871.545,12.56,955055.8519,1564676.408,1417515.088,1013761.137,2625037.042,2567919.001,3353799.872,2214103.502,1724739.334,1621255.615,,970008.1753,,3167786.05,2709195.087,1929270.732,2627164.905,1523283.863,2416427.93,422106.9281,988163.4361,1226057.181,228008.3651,1247812.283
Cpd156,844.536,12.08,706266.6328,,,905295.1365,,,,1538059.734,1392675.163,51524.1604,,,,3428312.203,,,,,,,,,,
Cpd157,549.38,26.58,489594.4198,510793.657,444803.6137,570888.9775,886390.0076,830564.9492,,,,,,,,,,,,,,,2824056.566,2269665.332,2794432.147,2484449.622
Cpd158,772.372,28.99,1345070.49,1786613.253,1081653.851,1212966.223,1554146.158,1503709.85,,,,,,,,,,,,,,,2753004.892,2150741.159,2976352.941,1525332.056
Cpd159,158.083,8.86,,2953392.94,2962927.992,,,,369948.8287,551753.3435,704002.4113,1688441.888,1009632.67,,,,442437.1747,,,262593.1869,,587073.9896,,,,
Cpd160,816.575,19.16,,221797.9719,203227.4645,,,180053.9314,,,,,,,,,,,,,36498.41305,,52054.58286,42698.23431,,
Cpd161,467.302,20.19,1499336.204,2189207.568,1889884.778,1038440.895,1144922.93,1238044.537,,,,,,,,47398.08397,28043.05451,,,,,,2620747.23,2082690.872,2494768.923,1931018.474
Cpd162,888.557,12.35,597977.3121,1285743.866,1703864.364,782173.865,998277.2289,981890.0028,1869247.163,1397765.827,1099555.83,,25497.07899,26579.19489,127172.7256,2899073.437,2650236.72,2413374.458,,34345.41831,32361.30468,90058.0337,42848.01568,64471.4584,,15935.59715
Cpd163,816.399,28.89,,1946946.91,1148737.554,,1618344.728,1596929.762,,,,,,,,7893.132586,,,,,,,,2242663.458,3160498.343,1548002.304
Cpd164,630.383,14.98,1842598.663,2378474.33,2211556.91,1917045.67,2629107.177,2500171.579,,129691.9307,110193.6603,,,21626.86625,70403.92605,914635.0146,1630727.298,702756.3149,117860.349,286675.0355,55452.02247,568845.4636,2452853.388,2200118.896,2533869.736,2287367.337
Cpd165,413.293,19.47,1150999.344,2354402.721,1863968.486,948583.2685,1366827.182,1265941.239,,,,,,,,135665.6822,285477.0361,125555.2154,120552.4582,76961.2353,366005.0083,,2260815.44,1890905.28,,
Cpd166,564.312,14.73,1569901.537,2260327.176,1872811.774,1797167.662,2526848.076,2359191.723,166223.0212,473396.7737,405606.0261,,,792837.3226,875345.3093,1036355.992,1352951.756,857892.2316,,,464464.1082,453606.7534,1165720.581,1136847.129,947793.5165,1053501.585
Cpd167,119.073,11.55,1422211.281,1193095.214,1061089.607,153417.2858,164031.5408,171600.4554,1050337.426,1324235.148,1741131.517,1203506.949,1995019.751,2378038.831,3670131.546,58564.99754,,,,188898.5539,,113183.4386,,,29455.37092,133813.2018
Cpd168,511.328,20.92,1204286.074,1568331.876,1440413.128,681855.4632,1093199.181,977217.56,,,,,,,,,3122.273144,,,4729.595895,,,2134304.292,1736969.399,2196422.203,1996166.553
Cpd169,823.511,15.18,978372.3651,,,,1853327.205,,,,,,,,,3003311.329,1360003.572,,25324.40444,18723.54572,,80275.22376,,,,70435.0656
Cpd170,83.953,1.69,1548609.927,1641528.117,2032446.003,1497830.38,1281220.844,1535610.913,160797.7877,258349.9997,231437.4217,779935.3707,1608680.005,680617.0844,1253116.917,2230.278561,,,,,,,1205456.261,1588945.696,147379.8183,2461911.145
Cpd171,779.547,25.38,158123.3573,100311.6892,418896.7082,6597617.512,,1294769.379,,,,,,,,,,,,,,,4177635.757,1181584.562,,1719100.192
Cpd172,246.137,9.75,72286.97253,2531381.511,2769485.669,,,,107943.8192,95826.70628,113322.1475,217095.1101,1932709.592,,,256260.2072,1274598.171,256084.3224,,993191.779,,722708.234,,,,8904.714957
Cpd173,777.451,12.29,749545.3902,,,1294989.564,,,24760.96827,,1502788.715,,,,,,,,,,,,,,,
Cpd174,116.052,8.85,73439.553,2158242.331,2316804.816,30550.40081,25099.88319,19135.01211,201068.7266,344982.3871,422916.2009,1254513.136,673073.2716,21257.73902,36970.56686,62019.59737,218540.7574,,,156935.6305,,324040.4217,,,,32827.40717
Cpd175,790.595,10.97,,,,,,,,,,,,,,,,,,,,,,,,
Cpd176,758.338,31.73,708354.2445,359327.6768,225107.3951,630251.0693,784140.7896,851716.3174,,,,,,,,,,,,,,,2164208.011,1853388.41,2707577.502,1910896.186
Cpd177,728.346,29.12,1016082.599,1521663.594,862185.9626,1136808.489,1317460.005,1280296.781,,,,,,,,,,,,,,,2366253.456,1824410.066,2531470.414,1362990.305
Cpd178,834.516,12.65,1712222.193,,236650.9986,1436322.383,,1682309.3,,515564.2752,422837.8735,268895.4248,167430.2678,592690.4557,,2790217.814,,,1572043.743,1217721.854,1202357.369,450069.6081,,,202176.4864,
Cpd179,821.478,12.56,899009.8995,,,,,,,,1693432.3,,12724.7922,76538.04708,,2240110.698,,,,,,,,,,
Cpd180,129.043,10.6,14782.15824,544364.0199,560531.2617,,,,1943160.228,1969561.417,2239158.543,2190288.73,2674648.974,1142627.351,1716887.638,,,,,,,,,,,
Cpd181,523.366,23.66,1937958.872,5248602.438,3165823.981,,2812138.869,,1636.714964,,,,,,,,,,,,,,,,7035756.209,3967948.578
Cpd182,418.769,12.09,5663190.675,2930251.106,2024290.236,5537018.076,5941746.254,6040130.528,11056749.59,8408141.305,7549027.389,5476171.024,,,,4328580.951,6840096.661,6331322.79,6274139.57,,1597440.133,181284.9368,82775.80218,123338.5717,,
Cpd183,357.288,18.42,369833.463,581032.2336,506761.5763,309999.9744,440455.1622,372480.7165,,,,,,,,,,,,,,,536126.406,448751.5767,633013.9492,440749.3496
Cpd184,871.875,12.71,1307103.336,203206.391,143819.2632,1188027.561,1165991.677,1186605.396,214211.3072,305029.4872,372125.6067,159962.3538,105128.9531,441825.9748,432637.5315,2237352.052,1812549.217,1344774.787,1323590.576,810933.1639,809403.1018,189187.7153,744969.8599,962246.3089,184414.0632,994026.181
Cpd185,756.487,11.89,364888.3198,691299.6274,991183.18,506637.018,613736.4827,574263.8861,1380108.247,959322.9535,833243.0867,,,,,2486010.462,2325184.244,2021745.914,,,,,,,,
Cpd186,401.343,21.21,,,,852391.4344,1031426.508,56795.11871,,,,,,,,,,,,,,,,,121046.9413,
Cpd187,834.852,12.63,1352126.352,,,1264736.922,1204313.858,,79097.75912,374159.6949,400064.1174,208220.0718,137498.7994,463988.1833,,2127251.63,,,1250081.011,783332.1936,920365.5575,235037.4681,,,191173.233,
Cpd188,506.33,22.41,1027585.4,1545457.457,1227783.387,750135.0335,1466429.178,887892.4953,,,,,,,,,,,,,,,1960403.729,1362765.542,1879036.872,1417624.378
Cpd189,520.286,14.62,1142314.953,1663662.506,1312213.146,1283862.331,1656447.252,1619545.948,126655.8969,652116.6091,616167.5641,,,1411172.01,1264436.767,680509.5181,890689.395,567894.3946,,,384077.516,339821.4245,376385.7737,495369.044,187156.5332,240823.1674
Cpd190,131.073,8.85,96141.29233,2323511.945,2350683.18,38504.96162,23927.86723,33018.49848,196186.3002,335974.5446,459817.9194,1322308.192,780245.862,24931.88053,42596.1169,62494.54868,236248.8354,,,154743.9824,,393738.5436,,,,28777.58434
Cpd191,696.393,14.99,1353815.2,1905800.133,1614036.497,1578977.59,2174776.432,2032526.296,,37990.34612,33640.53642,,,,,951871.5857,1166047.028,770305.2302,,,35174.27839,104066.8234,2095845.363,1935175.389,2009200.253,1762280.391
Cpd192,733.381,29.7,1295349.349,1395332.193,775479.7753,1164496.13,1719541.729,1794167.387,,,,,,,,,,,,,,,2610596.995,2341477.305,2575264.881,2177470.642
Cpd193,545.349,22.86,6492160.16,7886457.794,6687850.173,5625154.698,8290537.545,7541312.917,,,,,,,,,,,,,,,9198144.396,7468797.401,11622538.66,9221569.152
Cpd194,469.464,28.09,,,,2245298.436,2001805.493,,,,,,,,,,,,,,,,,,,
Cpd195,509.384,27.59,,,,417674.054,781114.538,610477.5261,,,,,,,,,,,,,,,2194982.187,1971738.57,3340322.429,2232306.843
Cpd196,841.609,11.09,,,,,,,,,,,,,,,,,,,,,,,,
Cpd197,876.373,28.87,1064905.048,1247547.148,742141.2137,1013867.95,1104865.152,1033120.731,,,,,,,,,,,,,,,1900860.977,1482891.764,2070567.981,1094834.89
Cpd198,803.545,31.07,,498165.2506,1535534.273,,864795.879,,,,,,,,,,,,,,,,1037878.47,958245.1736,1437200.373,411857.8113
Cpd199,351.332,22.07,,,,87521.9245,,,,,,,,,,,,,163209.5501,,,,,,,
Cpd200,481.317,21.34,1036978.762,1237117.664,1015437.779,651585.6306,850724.2012,712093.8371,,,,,,,,,,,,,,,1454987.121,1272509.536,1506000.851,1322685.601
Cpd201,797.83,12.57,1414251.017,,,1260520.392,,,,495712.1565,476047.0669,272058.3015,136636.9112,531655.0202,,,,,1227998.419,792170.6366,,245879.8777,,,,
Cpd202,117.078,2.18,,,,,,,,,,,,,,,2592575.707,3768460.599,2611161.216,189488.6113,6524109.938,455220.4885,,,,
Cpd203,452.239,9.18,2063473.003,,,946249.1794,677756.8824,640948.4513,264682.5391,445148.2707,623001.6826,239946.5108,414514.1291,273869.8398,503534.2926,,,,,,,,,,,16494.89211
Cpd204,797.494,12.62,1554587.167,,147993.9136,,1395118.109,1611459.26,203065.6015,539635.2577,554549.1072,331614.6053,172567.7599,630011.8309,,2198654.957,,,1260888.533,871770.4767,1036432.741,342403.2585,,,180191.1679,
Cpd205,837.536,11.84,8224423.58,,,8959512.139,3836153.879,4459975.419,,2995944.721,2830812.141,4535642.013,,301835.2889,,2337311.337,4439297.19,,4881473.882,,,,,,,
Cpd206,832.347,29.07,,1176176.66,677730.89,,1074520.533,987076.449,,,,,,,,,,,,,,,,1407967.27,1966283.874,987872.5647
Cpd207,739.332,29.24,859221.5462,1439324.302,1358265.465,848776.2235,1626640.405,1479218.926,,,,,,,,,,,,,,,2011059.061,1656620.754,2046733.134,1666810.744
Cpd208,67.975,1.68,920825.0518,1338362.084,1489864.736,1116033.332,901189.6424,975082.371,44625.37367,101581.055,99431.82136,416348.2922,851561.7289,349119.4263,718783.3781,295786.7927,398103.9304,,,,,,537799.6314,792400.5532,54908.52046,1446088.611
Cpd209,732.877,29.67,1220452.279,1357620.965,739954.1136,1100070.367,1655953.003,1682933.95,,,,,,,,,,,,,,,2450963.782,2146830.923,2332269.382,2026272.163
Cpd210,225.038,3.23,,,,,,,,,,,,,,6107.984552,1991282.097,1966455.662,581950.884,7837.976193,337558.6813,266444.0489,,,,
Cpd211,297.018,2.62,,,,,,,,,,,,,,4904.674745,1830512.215,2404545.333,1942053.037,9818.009772,1163554.26,203264.0881,,,,
Cpd212,477.286,21.45,1173303.449,1330734.576,1188120.976,812537.4602,1190671.086,830024.8039,,,,,,,,,,,,,,6920.84119,1657158.542,1390874.85,1750657.837,1236628.204
Cpd213,78.931,1.56,,,,,,,363574.0313,1277614.353,3967288.81,1040722.208,1060898.794,447486.031,835116.3912,590925.5954,256295.0309,1173759.554,564790.9464,1276406.742,1628431.849,876828.9236,,,,
Cpd214,803.545,29.31,,3451079.403,946963.0996,,573376.3158,651392.8779,,,202708.5737,,641187.8663,,39978.68729,,9095881.022,,216656.8635,,,,1177914.689,535001.8397,,236026.432
Cpd215,511.327,17.34,138970.2697,146933.3563,154509.4887,71272.08621,137172.0988,105752.9517,,27699.31071,,,,,,16373.01418,21233.17693,,,,,,179432.5708,177371.3086,224953.9744,172127.0069
Cpd216,359.354,23.8,,,,7870085.711,12160420.46,52754.60015,,,,,,,,,,,,,,,,,125977.3949,13372.62575
Cpd217,730.378,12.33,1274156.544,996865.9179,744143.183,902485.0491,1052260.13,1203169.589,970019.6597,1042772.197,1215308.222,,,,,545890.9476,907118.3086,902333.9727,,,,,44097.98347,59657.03474,,
Cpd218,113.058,2.74,,,,,,,,,,,,,,1699724.351,96505.77745,81125.48394,125309.4941,4265674.097,68444.82827,1444470.216,,,,
Cpd219,502.299,10.85,1696607.807,1729082.73,1439894.738,1121922.916,1298910.506,1359764.36,820815.5852,965244.7637,1316205.334,,49105.42048,26604.68181,39652.92014,935387.8021,847512.8347,982843.5089,,23046.99146,227672.0904,116311.4413,9432.130421,11665.3344,,
Cpd220,740.42,15.1,1083482.794,1626444.692,1464914.992,1247993.481,1785213.848,1685904.996,,,,,,,,781924.9124,963744.174,573300.3327,,,12888.96812,65410.66986,1843192.062,1705287.677,1569020.527,1416596.152
Cpd221,686.353,12.18,1284279.352,971023.2743,793371.6606,894218.272,989904.7374,1156900.37,825733.891,923247.3342,1065009.492,,,,,470691.1359,696286.2646,603816.2707,22760.13155,,19137.63305,7385.566998,36036.95022,51335.16358,,
Cpd222,473.826,1.76,513435.5145,1148614.478,1259018.086,577598.0763,529446.4094,639455.9271,12100.05455,7479.114264,,215993.8893,670084.3124,294943.4857,667129.1192,,,,,,,,669584.4536,768944.5701,285767.0935,1828481.193
Cpd223,760.807,12.61,1412172.851,198243.1142,112178.6806,1256856.419,1204676.231,1284039.548,436718.6771,529510.946,471001.2699,357836.1253,143577.0803,586991.1947,508808.9713,1811161.246,1332959.58,977566.8435,1079122.002,699769.875,975977.4093,296961.6651,601784.4337,763586.8596,142756.2106,758790.3759
Cpd224,546.325,11.11,1512025.719,1409921.235,1168836.638,1004473.275,1072492.606,1212088.818,599691.7072,764419.0492,938810.0535,4191.198109,,,,685138.1658,720551.7532,789895.8738,,,,,,,,
Cpd225,684.319,29.24,866149.166,1083568.392,609648.2474,830154.192,1018277.162,989250.8245,,,,,,,,,,,,,,,1790946.255,1408531.173,1888590.33,1040143.388
Cpd226,476.26,14.46,807029.065,1231960.247,990449.2955,924855.2697,1214437.97,1138229.114,236420.8572,772809.991,699142.9866,,,1046261.013,975203.2866,512901.1347,638052.6629,390230.5774,,,160777.6716,206741.8164,125310.8844,162284.8418,58635.38709,57020.10469
Cpd227,779.546,29.42,,85337.5044,3591734.582,,,,,,,,,,,,,,,,,,4835558.479,,265454.5154,
Cpd228,760.476,12.57,1371608.72,334572.527,258934.8927,1233873.853,1706116.463,1931360.004,1735184.591,1290838.41,973327.5144,1475432.775,244130.0088,704563.1137,640765.4026,3092523.454,1863385.229,1304407.183,2013359.237,954806.778,2144683.447,411628.9038,691778.389,935114.9093,160772.4238,864455.65
Cpd229,458.273,10.54,1408935.339,1523015.583,1380340.505,1055271.845,1144617.134,1207457.596,912225.6976,839286.7059,1118385.601,,100832.8237,35436.85383,54503.86466,974709.7223,936997.7434,912041.8654,,54241.92342,376251.1881,158710.8965,,,,
Cpd230,343.221,9.23,593917.7702,1499417.106,1756461.807,158818.37,122475.0307,144638.5047,110399.034,118701.7707,114831.2802,61789.39594,1170917.815,,,1692518.147,1646484.742,1479628.696,100834.8093,695540.5613,232799.8042,173752.6098,,,14370.0198,
Cpd231,723.449,12.59,1353897.029,249791.7786,193299.9984,1435703.073,1459249.447,1603654.15,727602.0485,701166.5544,711912.679,505691.6451,145301.3238,592439.5969,535375.366,1847724.822,1075414.55,1012735.485,1119504.214,807836.3554,1179408.118,391687.4924,604879.1337,794573.2741,122432.5541,743100.6747
Cpd232,774.407,12.47,1273326.723,993186.3449,733074.7457,844810.8111,1014166.269,1172430.101,1098980.432,1209885.975,1261533.741,,,3399.672236,,595137.8131,1101696.166,1046267.308,,,,,50173.60509,79975.39883,,
Cpd233,590.352,11.32,1181724.418,1217510.561,940143.4707,743410.6189,857033.0465,1097338.171,491815.5534,649526.4404,749301.168,,,,,557453.1323,556362.902,693610.593,,,,,,,,
Cpd234,733.426,12.48,611680.2607,1113655.961,1741432.981,911338.9517,969410.3571,1062075.955,1514045.439,1159759.922,963110.4473,,,29659.33061,143753.9613,1554813.934,1166608.93,950191.3469,32441.99566,,30554.88781,68805.58453,42649.90004,63730.13419,,
Cpd235,78.924,1.56,,,,,,,165727.2851,1273922.517,3890979.048,1180359.066,1130626.925,619068.4885,983271.7745,340325.8291,155831.0442,633670.4761,292271.3945,655873.7052,1529533.775,738997.0465,,,,
Cpd236,136.039,3.04,,,,,,,,,,117894.9279,44715.08942,,29008.05651,,174767.9343,164222.0107,1665578.426,,479097.4838,,,,,
Cpd237,285.137,21.44,1014299.993,887498.9641,766854.7602,940870.4386,1220643.891,1190308.208,,,,,,,,,,,,,,,1600765.729,1363476.94,1159343.035,1073538.11
Cpd238,867.538,15.29,587068.718,1079761.509,1172926.265,682970.0321,1048839.142,958791.8477,,,,,,,,1767978.555,704143.8693,427452.49,,,,,1347246.31,1109335.205,1125965.539,916304.8003
Cpd239,635.338,29.34,619895.874,1117904.212,1107781.622,595234.798,1144032.116,1100586.404,,,,,,,,,,,,,,,1666396.231,1324925.215,1736776.574,1365502.297
Cpd240,278.163,10.87,1440751.497,937745.3365,852505.1538,78957.93022,62527.92315,84900.87468,890805.0839,1397066.281,1628888.105,708738.5421,1611353.329,868107.6412,1209740.001,,,,,103930.1652,,60376.22238,,,,
Cpd241,287.21,14.29,1050770.237,1603975.84,1489548.081,1050093.927,1312219.073,1158364.888,923490.2483,1230961.293,1050248.199,,,62393.99624,631206.0016,,,,,,,114677.7982,89808.41626,106962.6604,,
Cpd242,777.408,29.46,1452152.956,1721874.133,1098909.515,1399690.597,2109055.292,2039349.66,,,,,,,,,,2670.010095,,,,,3097317.107,2737620.437,3138649.182,2495662.164
Cpd243,865.507,12.62,770445.7288,,,,,,,,1118714.07,,,86189.78753,,1401521.5,,,,,,,,,,
Cpd244,372.267,19.1,268955.2639,592372.6278,466684.0862,354684.0987,417288.5905,346655.2496,,,,,,,,,77619.9503,,,,142134.0995,,197963.7726,178021.5272,,
Cpd245,505.353,24.65,601011.9869,631124.2469,536365.8458,525721.655,880113.2363,751976.3042,8710.302345,,,,,,,,,,,,,,1800101.256,1619675.479,1774692.769,1534698.817
Cpd246,788.318,29.19,,961888.2444,555185.409,,904696.0931,872063.4144,,,,,,,,,,,,,,,1497040.941,1186847.01,1631822.143,900712.0972
Cpd247,414.246,10.18,1394635.816,1420130.6,1288449.565,873358.2133,971994.2628,1018820.466,958110.239,962385.9757,1097560.331,12325.92803,263289.498,36830.44825,52878.6476,1144681.438,1054285.09,1146367.096,,192515.1616,323404.9166,188871.2908,,,,
Cpd248,714.312,31.81,451617.4852,180093.7713,142767.016,350843.0639,471525.2621,465930.1141,,,,,,,,,,,,,,,1565252.846,1163889.669,1763798.238,1311026.588
Cpd249,711.366,29.75,729053.7504,725765.1868,349713.9378,703581.1587,861988.6922,1078144.715,,,,,,,,,,,,,,,1600711.446,1397398.351,1583463.184,1099923.688
Cpd250,90.007,1.63,925040.5062,941934.7798,948756.4893,758613.4897,744406.701,787307.4677,24914.45506,84254.47383,110930.6896,307385.0503,641445.6083,214681.3662,491489.7456,133088.665,151238.4497,23540.60272,,,,,457528.5878,633887.9673,53604.49327,1153290.263
Cpd251,642.326,12.02,1116430.575,840958.6825,707326.4708,795854.435,858025.6,1045744.128,669948.895,643652.36,841314.5808,,,,,373702.6757,402484.8072,358157.9221,12991.53589,,,,21550.84275,35738.9412,,
Cpd252,561.373,13.92,90589.65342,227692.7587,268964.0837,106632.2994,137174.0905,139665.7688,226322.0485,135803.923,160647.5593,,,76963.89539,85679.52267,1235952.284,503911.9897,405080.4473,,,18805.28775,58941.61716,,,,
Cpd253,351.159,12.12,1249643.353,1173721.694,1138804.533,275590.3195,202519.997,267639.9213,558116.1032,749869.1892,853005.4372,27694.23974,814985.306,590800.333,799612.5418,,,,,13851.97462,,,,,20900.18506,47815.54363
Cpd254,841.408,11.07,,,,,,,,,,,,,,,,,,,,,,,,
Cpd255,285.194,12.97,361952.4186,536456.567,499948.9634,287790.3158,368648.3957,385559.9161,298900.6668,399432.3323,324776.2606,,19082.09731,,,,,,,,,35768.60796,,,,
Cpd256,649.408,12.52,1039404.024,232724.8989,105803.4083,988474.893,936193.4775,1080186.067,772625.7117,744060.7035,548307.3443,553008.3933,162232.4802,453271.4674,390827.7543,1081583.729,649741.4816,589959.3575,888227.6886,522351.9046,955677.6259,313680.527,342418.2404,474176.0734,62636.48026,376057.4542
Cpd257,517.347,13.8,162091.1433,153128.7122,257875.6761,109145.6326,195689.5466,355890.4391,185222.205,163556.6571,320708.4555,,,54300.79477,78401.92007,1353520.973,715805.7935,527419.9274,,,28665.7286,53526.10434,14108.5396,29553.15892,,
Cpd258,371.304,19.65,657011.1454,1204645.47,1118281.413,795659.4957,972130.1349,792698.8818,,,,,,,,,,,,,,,1052249.872,912979.3987,1128541.253,777926.3947
Cpd259,818.432,12.31,1233946.966,,,893169.9683,,,,,1100650.348,,,,,,,,,,,,,,,
Cpd260,217.131,3.3,,,,,,,,,,27447.23139,17821.86933,24550.39656,15508.57465,40119.97066,2050869.525,1423031.444,2243369.134,71546.65965,1999227.635,1084585.366,,,,
Cpd261,884.566,15.3,163857.0654,680958.1213,1171607.724,332114.0907,454765.8224,541924.6502,,,,,,,,1565389.767,933834.9082,527179.2434,,,,36082.59788,688487.0085,564979.8886,437810.9746,257192.4617
Cpd262,417.24,10.81,911830.1743,1040158.406,1172634.784,864100.4406,884255.3067,1000199.462,1912102.026,1288778.548,1204115.521,,95817.79439,,,189338.4592,203710.3627,173599.7823,60457.0454,110038.0393,30777.06486,,,,,
Cpd263,457.849,1.73,401039.1071,1114435.971,1212850.325,527662.7102,481599.5502,557375.7057,,,,158006.221,506784.8713,292133.7629,562750.0339,,,,,,,,398958.8527,509205.8935,207221.8106,1249929.056
Cpd264,784.446,15.1,904526.0916,,,,1381194.007,,,,,,,,,638619.3198,766453.2542,,,,,29360.29793,,,,
Cpd265,871.531,12.51,925437.2647,1565951.435,1510008.722,896385.9398,895363.8209,1111430.933,2981142.997,2369021.131,1724662.194,1618618.319,450903.1403,965423.2244,888280.8649,3295512.02,2513790.335,1802406.222,1076260.569,957564.9272,2456894.743,434543.4868,912801.8574,1140430.357,223079.1039,1110731.939
Cpd266,709.357,31.81,287579.5435,293273.2159,346012.2913,291715.5356,512223.0274,505968.1597,,,,,,,,,,,,,,,1360768.062,1050581.938,1540422.763,1092142.678
Cpd267,833.447,32.3,,,,,,,,,,,,,,,,,,,,,3384866.657,2952573.226,,
Cpd268,840.54,15.41,,644982.0931,1145396.623,,413004.6334,481736.4766,14958.54523,,,,,,,,,,,,,,610876.7292,531902.0823,417789.803,233310.3974
