Compound name,Mass,RT,C18,1C18-Ani,1C18-Cat,C8,1C8-Ani,1C8-Cat,Ani1,Ani2,Ani3,2C18-Ani,2C8-Ani,2GP-Ani,2SH-Ani,Cat1,Cat2,Cat3,2C18-Cat,2C8-Cat,2GP-Cat,2SH-Cat,1SH-Ani,1SH-Cat,1GP-Ani,1GP-Cat
Cpd11,543.333,21.76,2726978.703,4693120.498,3860286.287,2691925.376,3847328.067,3696349.484,,,,,,,,,,,229048.0871,,,,4713575.904,4124242.836,4435397.02,4262624.434
Cpd12,493.317,21.21,15339343.86,27466685.43,23714202.48,10754377.61,16311713.5,17958259.49,,,,,,,,,,,,,,,29539453.88,25804227.65,26227428.65,25275771.13
Cpd13,393.263,11.03,12795165.78,14373883.2,15748738.84,11258180.37,12064483.18,13888077.96,26317746.72,21373994.01,19612887.98,2283163.828,3788319.659,63216.27933,90189.89914,796524.504,4962018.719,7340107.676,2898062.974,3177818.308,224497.1497,110397.6806,,,,31506.181
Cpd14,504.331,11.27,12550234.19,12100980.87,10871604.62,12881256.8,13271419.58,15318216.33,28591772.09,20698149.88,19511467.95,4430253.099,1076491.579,62775.86069,126834.3524,1008111.979,8229902.813,11403401.12,6776807.99,898018.0058,316627.6757,133635.9835,124135.5078,147562.2195,,
Cpd15,194.081,10.09,3470335.793,26125034.29,23675578.84,615844.3244,452540.4705,588374.9173,10015362.35,10660981.43,12489274.89,,19635604.41,41740.88916,27755.60759,927563.2957,4824462.65,8503197.808,,11526228.6,368176.0461,132994.8026,,,,
Cpd16,467.302,20.58,13059988.88,22163766.13,19081674.15,8389724.753,12981446.44,13097027.05,,,,,,853.1941453,,132437.4065,166254.136,89958.89805,1626.013227,,,,22453772.62,19867184.68,17065389.07,19222487.23
Cpd17,387.386,25.85,93783.14633,712340.3744,2347119.146,10810097.89,16852765.93,2660098.119,,,,44582.9809,63185.12082,71824.08498,52535.20321,,,,,,,43934.10316,,81948.25231,5281660.993,852082.1334
Cpd18,563.353,11.09,4044440.113,6897556.257,7577476.514,4049314.428,4861863.609,5232257.729,8708028.725,7106281.686,6601305.043,153946.9666,,,,17322746.54,15268295.78,12875302.88,,,1325385.508,1297756.707,,,,
Cpd19,509.35,24.45,6121093.065,8340747.141,6877248.911,5528832.104,9661776.925,7524331.391,,,,,,,,,,,,,,,21810912.12,16906102.76,22271832.27,18522114.3
Cpd20,607.379,11.33,4988702.966,7993110.408,8710027.276,4917528.211,5881529.35,5977691.982,10444340.44,7789374.85,7616023.874,22711.12544,,,,20092717.85,17816697.03,15254756.64,66656.98025,,681904.222,927743.8609,,,,
Cpd21,637.372,12,9854285.149,12299700.48,10173570.26,10733932.61,9780887.728,8379455.975,13573143.77,10070827.9,8987263.81,900492.3913,53865.8209,111003.0936,277563.6725,13865711.88,10113650.23,8945809.249,1305028.897,61089.92972,210546.2177,153765.7895,79305.63302,132206.4577,,34639.05979
Cpd22,204.09,8.84,287054.1262,14275085.58,17363552.4,136479.5728,136239.1049,137854.7096,1519616.597,1969165.979,2483193.731,11124534.81,5059771.389,146636.2955,179617.6352,336822.7456,1447829.622,,1711.131122,1081328.722,,4339816.01,,,40678.64015,136648.3424
Cpd23,161.106,2.48,,,,,,,,,,,,,,185249.6683,18199023.42,22318915.34,15139847.85,842054.0007,24621751.07,13583031.92,,,,
Cpd24,519.324,10.86,4648591.857,6842166.055,7474844.988,4721337.23,4864237.643,5313563.024,10323347.59,6922480.834,6413337.676,35720.00443,185698.0793,179305.1756,253025.7294,15963928.89,14900278.53,13040101.33,64980.30324,258508.3853,3238822.583,1938263.214,51195.73079,52973.4732,16212.28848,47363.27225
Cpd25,545.349,22.86,7313542.19,9280244.525,7600848.306,6018799.107,10561700.12,8197010.514,,,,,,,,37604.99188,116139.3877,,,61869.92868,,,13484603.11,8722934.084,12408349.53,10554109.1
Cpd26,312.148,11.57,4849863.272,3865990.904,3403156.783,544358.621,486797.7068,603874.6118,3895947.107,4570527.578,5181798.855,4103909.889,7192329.817,10162919.08,14668672.7,184790.469,,,,575748.0564,,321746.7633,131619.5042,195652.1093,148379.0855,385018.7745
Cpd27,593.344,11.79,7720466.36,9017811.744,10702758.28,7523696.038,8818296.318,8897442.945,15944576.9,10950691.63,10605875.55,,,98474.01686,,11576501.24,9926129.279,7780603.973,,52073.43718,,,,,,
Cpd28,681.398,12.2,8609732.695,11273556.11,12284241.38,8855100.67,10092561.5,9948173.535,16818824,12250682.46,11566141.33,,,180693.7206,338036.3698,14185426.01,13272133.74,10237536.67,,,,216792.3318,134532.8928,198158.8645,,59301.43582
Cpd29,651.404,11.59,4426712.978,7004988.259,7201875.039,4842478.327,5454959.236,5317927.202,9440796.218,6595713.801,6324966.499,,65105.78844,64883.47171,104464.1801,16419320.87,14616997.21,13034719.93,,374590.1363,340687.6911,481367.4083,81092.16162,96807.60271,,
Cpd30,726.468,11.78,12651786.54,8923891.611,7918970.668,12663128.47,15164397.63,15555872.97,26709982.51,19994415.97,18197109.19,10761576.83,,,,8070451.54,16145344.86,14829174,14607038.68,,1988544.695,,,,,74222.19642
Cpd31,475.3,10.54,4386029.89,6508896.957,6954779.903,4298711.308,4168811.179,4597782.654,9276448.46,6256770.181,6235572.697,78691.75476,441278.1829,249746.9089,323832.6413,13178100.42,11890947.67,9490184.851,67709.95538,579659.6583,4476015.764,2050066.479,38018.5192,44633.36209,17829.82427,33944.72271
Cpd32,615.395,11.92,15912149.43,12616070.34,12684114.68,8412088.173,9806316.291,10204084.89,15306665.09,14381162.72,15255513.6,,177050.8207,,,10244864.38,9832625.625,9936421.41,,,,,,,,
Cpd33,119.074,4.05,194669.2022,1889792.133,2942247.417,,,,852513.8879,2147979.498,2084336.017,4210730.676,3541556.781,115622.6544,852514.1709,85281.42454,17848706.3,992231.0236,1435732.747,237444.0988,133768.2157,4567570.79,23000.74436,42923.10134,14027.78357,117772.0588
Cpd34,837.534,11.94,8490182.956,,,,3932092.852,4546437.678,,3055692.397,8687968.87,8035982.805,370256.8843,206073.1704,,7674802.249,4592356.916,,10412814.34,506106.2824,4244199.232,293128.8352,,,,
Cpd35,203.116,2.77,,29493.87542,25430.13517,,,,30923.7299,,32253.81047,56830.32823,66705.92287,44157.2451,58813.57471,124838.7832,5735295.371,6146268.497,13340900.05,126765.5001,11112282.92,2692407.61,,,,
Cpd36,479.337,24.05,3464326.362,4678569.577,3743834.823,3066366.919,5698758.984,4255456.208,,,,,,,,,5187.674975,,,5374.584207,,,11343598.22,8892862.615,11344946.29,9521705.439
Cpd37,603.383,14.84,3434072.853,8818529.632,10163267.92,4631285.508,6351672.941,7130386.985,,1007653.11,788967.9031,,,720040.9393,1154055.928,12789776.82,6273825.653,3543007.709,,,979510.4837,2384213.853,5470459.932,4904757.68,5706085.532,4133784.273
Cpd38,725.42,12.33,6835317.842,9960578.917,10495452.37,7357693.486,8599341.637,8671266.012,14052782.21,9677083.512,9292881.842,,43018.48334,177648.7063,414640.7389,12728058.1,11119705.45,8442510.854,175083.9105,,216324.6117,239505.0538,155106.8738,230458.8203,,86500.06986
Cpd39,477.286,21.79,6508840.334,8067095.977,7436191.373,5135211.899,7948539.094,5757210.734,6897.48328,4051.32037,,,,,1601.723609,75194.17913,81083.78352,61584.88754,3228.483157,,,6800.756502,9864560.219,8665329.027,9328032.467,8148963.884
Cpd40,559.356,14.73,3334894.541,8475632.104,9931261.584,4479246.097,6373383.437,6880100.776,688921.6314,1943595.909,1525624.963,,,3896192.711,4299915.619,12675585.15,6202169.212,3905683.254,,,2309481.481,3218681.321,3366609.003,3169231.96,2507903.992,2326574.874
Cpd41,481.354,23.86,4587082.552,5576884.469,4548211.731,3307643.82,6053009.99,4517367.175,,,,,,,,,,,,,,,11013785.85,8189963.437,12570859.89,9888591.353
Cpd42,213.911,1.72,4717971.79,8506201.075,9720864.631,5367829.553,4733380.468,5534478.498,283577.3106,289568.0438,164782.7313,2131671.74,5743897.924,2354569.241,4835636.109,38620.96693,55419.20812,,,,,,4891803.514,5821169.654,1157941.227,12375881.94
Cpd43,543.333,21.96,26484185.17,40630424.68,34933216.81,14183970.2,34128531.96,21972584.18,,,7303.692938,,,,,307429.6695,383608.432,,,62834.05666,35958.37179,,33864569.01,27140770.89,37609328.62,28949711.72
Cpd44,507.369,24.48,3070951.335,4488695.85,3876078.013,3155383.147,5502535.765,4331676.677,,,,,,,,,,,,,,,10289911.55,7613898.186,9637475.803,8504348.204
Cpd45,85.089,3.04,,26306.50442,32979.32766,,,,62844.53604,99941.34154,101499.34,156020.0904,210297.3228,43784.99518,153310.9607,63278.72654,7760539.959,4896346.986,11224452.87,68769.85342,1365513.959,1262668.189,13730.91059,18544.88117,3016.992415,42598.70118
Cpd46,515.33,14.61,2261779.44,5730846.438,6965764.126,3022500.745,4420641.629,4896421.747,542696.7623,2715818.239,2283792.924,,,7190770.993,6041872.412,8607138.601,4377929.353,2985341.901,,,1779250.293,2443052.711,1055491.391,1288525.643,440716.8114,502796.9512
Cpd47,695.431,11.76,3375449.743,5381194.234,5366868.549,2801710.549,3981287.654,3766831.389,6554734.562,4565544.976,4614431.63,,,,,12105063.41,11093753.7,9727113.401,,,,269005.8531,61012.85176,79497.45344,,
Cpd48,646.407,14.93,3261072.02,8005313.322,8913290.065,4509287.425,5930114.726,6387188.008,134132.4225,459485.5023,369674.5607,,,108754.14,288922.2648,11829598.89,5752879.05,3668832.2,155313.7877,61283.5958,398260.8323,1395232.366,6456523.927,5521503.398,6749180.771,4535731.628
Cpd49,769.446,12.48,4589712.299,7530208.05,7951604.411,5591727.823,6605236.029,6600128.263,10307708.11,6173661.003,5532731.968,,,148247.9759,470311.9808,9646664.719,7029673.644,5223254.356,110666.4073,,129306.9412,227976.4328,153348.799,237631.9599,,
Cpd50,504.331,11.67,2351471.889,3578502.353,3201185.78,2690552.469,2924482.172,3323881.565,7858679.252,7356506.029,7073741.536,1456450.859,138574.2156,35736.75507,74943.4162,1255038.393,4773780.185,3158578.997,2120298.432,165701.6928,227902.874,68124.70941,35469.96943,42643.33516,,
Cpd51,549.319,11.56,5912437.87,7480776.239,8204975.142,6397271.811,7086293.385,7108590.788,11500087.44,8704086.701,8316059.489,,,74379.44499,,7792793.831,6561253.684,5194508.321,,52485.2341,,,,,,
Cpd52,431.273,10.18,3113399.269,5089717.738,5505673.469,2704319.965,2794449.644,3061406.538,5935207.183,5022507.721,4783422.248,59540.84116,1137482.893,209994.8981,313068.6523,8798748.183,8391208.145,6143647.282,76153.29696,1262406.907,2253316.51,1395375.692,,,,
Cpd53,117.079,2.18,,,,,,,,,,,,,,,2469345.037,4092204.046,3468643.627,229096.058,7600721.038,524491.6977,,,,
Cpd54,885.461,31.4,2985544.553,2956206.611,3067684.464,2864260.891,6053737.002,4641274.989,,,,,,,,2291.853732,,,,,,,9238985.326,8337392.409,8599986.528,8327510.773
Cpd55,781.562,25.02,336231.0452,,,,,,,,,,,,,,,,,,,,,,,
Cpd56,425.351,21.87,6390469.743,5103340.794,5146136.595,4533222.192,4591625.391,4443668.023,,,,,,,,,,,,,,,6655950.633,6353722.195,7688965.776,6158605.508
Cpd57,366.27,18.65,2157893.132,4763547.65,4020171.312,1722369.137,2822140.021,2603680.02,,,,,,,,,,,,,,,3387008.508,3269602.328,4505346.617,3295332.025
Cpd58,855.469,28.78,,5479634.257,5545723.466,,5404801.475,5128713.355,,,,,,,,,,,,,,,7535612.802,5870984.122,7587725.515,6293985.421
Cpd59,481.321,25.09,,1110065.082,1128169.379,66327.82614,213643.5432,93588.22752,,,,,,,,,,,,,,,687131.8358,501179.9341,728929.7621,586061.575
Cpd60,691.431,15.06,,6814615.515,7834776.846,3666374.126,5112825.639,5491950.962,,171361.2936,139081.4618,,,13236.33366,55748.41881,9588905.926,4713688.77,2859493.748,116234.9802,69935.01901,158123.1711,730595.3496,6001381.234,5321149.227,6072658.662,4034260.542
Cpd61,726.468,11.73,12499056.33,9692783.794,7826024.529,12891314.42,15306778.34,15531474.14,27091882.99,19177129.4,18877793.35,11344674.93,,,,8206116.177,16127369.69,15040577.91,14721318.59,,2182851.587,,,,,
Cpd62,739.46,11.93,2703037.786,4100252.711,4012390.691,2880150.522,3091557.074,3034235.826,5450351.137,4050236.204,3723440.397,,55780.93162,46194.99662,101450.6824,9223225.223,8650669.336,7423448.659,,,90701.74043,169197.3222,52985.54446,76134.98556,,
Cpd63,261.246,19.13,,,,,,,,,,,,,,,,,,,,,203067.437,186370.6877,217134.1676,157248.3478
Cpd64,423.335,20.6,4429443.208,6993677.886,6108142.519,3729274.606,4784259.825,4282529.196,,,,,,,,,2436.4913,,,,,,6713179.341,5683378.436,6648324.647,5560128.06
Cpd65,331.324,22.09,19053.61788,81211.89853,96723.77671,3559617.837,6115066.536,118145.9982,,,,,,,,,,,,,,,15946.86052,13499.71458,224860.5153,24926.95673
Cpd66,811.443,28.9,,5871023.376,5532951.451,,5483877.244,5103978.841,,,,,,,,,,,,,,,,6159577.547,7735186.965,6314109.826
Cpd67,103.1,2.04,157273.906,6318875.447,7903771.211,1840483.067,1823178.154,2185587.099,1984197.958,1470534.628,1042870.289,3535084.578,3227133.272,4978677.413,2286698.66,1767637.82,380593.048,1187088.454,1517825.91,192717.6198,236714.1255,27992.25542,61861.76838,94905.1584,13930.84072,327555.5397
Cpd68,899.496,28.58,3053015.843,5252794.688,4956016.176,3121816.96,4987656.803,4751960.49,,,,,,,,,,,,,,,6663043.926,5671892.104,6671202.717,5279231.718
Cpd69,890.417,31.39,1916668.363,1092979.926,597234.0909,1809938.666,1996021.069,2245037.301,,,,,,,,,,,,,,,5223860.121,4068352.64,6530525.486,4118266.321
Cpd70,735.463,15.11,1968672.805,5153897.539,5792257.367,2826901.959,4094142.118,4026896.984,,36181.4542,23766.90995,,,,,7016429.935,3501820.471,1926180.161,89582.98656,51209.67865,74668.31241,347486.877,4640343.007,4132257.109,4624259.084,3061815.042
Cpd71,841.435,31.53,,1914995.42,1925828.824,,3932103.14,3035965.629,,,,,,,,,,,4785.820846,,,,,5540358.998,6106437.122,5723375.604
Cpd72,615.4,11.77,1766145.816,732345.606,647221.3298,2536832.162,1457201.439,2012010.345,4074174.029,2944430.736,2483289.598,2362175.528,317184.576,95487.19074,91031.89223,1509268.893,3595632.936,4188398.536,2325653.781,,,124611.577,,,,
Cpd73,282.195,10.41,5088524.642,5835195.951,6476222.849,2494475.185,2335973.587,2706072.192,4981804.766,4669911.105,4690653.92,95911.36136,5599307.026,,,128506.2897,529502.4666,837924.9651,367083.3737,3057613.016,,,,,,
Cpd74,837.531,12.38,698999.266,7440250.393,,748303.5493,,,7261174.641,,,,,,,,,,,,,,217702.164,,,
Cpd75,505.292,11.37,3946154.561,4979716.691,5645142.764,4310887.007,4751706.757,4972483.465,8450325.872,6200679.162,5775224.321,,38935.96271,44648.28403,71600.05424,3984130.083,2785078.944,2203592.99,,53042.41485,106580.5982,52257.10164,,,,
Cpd76,471.305,14.48,1666362.258,4164410.987,4921494.43,2170516.653,3248778.56,3355901.346,1461724.927,3434010.51,2822429.605,,,5368765.104,5048525.797,5958573.053,3306552.405,2082889.837,,,639374.3142,1403541.337,328369.5997,395778.3831,130370.1907,115782.4367
Cpd77,767.417,28.99,2529448.781,4999676.085,4740496.529,2559251.568,4805192.973,4449356.478,,,,,,,,,,,,,,,6562410.454,5363508.675,6647332.847,5464642.444
Cpd78,567.334,21.88,4490273.006,6949219.366,3590032.476,3309047.686,5655517.398,4150281.253,,,,,,,,33822.55142,54714.29635,,,9568.042563,22787.99336,,6972604.601,4808547.963,5936220.64,4996814.562
Cpd79,89.084,2.2,,,,,,,11749069.93,4357467.524,3019606.496,16577974.45,6135666.492,12328313.57,6142225.569,,,1535648.323,992756.1018,,1363253.082,,,,,
Cpd80,315.241,16.07,2903337.633,6189711.137,5954985.219,3104782.99,4734466.037,4117908.85,956835.4778,4019691.685,3637637.71,,,,,,,,,,,,5098884.699,4874764.605,4776897.99,3878964.66
Cpd81,501.286,21.82,4061606.741,4949650.595,4637833.461,3291611.465,4960476.573,3735791.354,,,,,1999.798941,6355.27548,2476.500411,,,,6020.651466,,,,5833658.433,660595.1656,5567768.004,4750430.914
Cpd82,481.318,21.77,3659691.726,4431769.877,3420407.902,2503048.03,3770975.217,2739357.638,,,,,,,,,,,,,,,5067947.146,4481063.996,4914007.638,4577172.879
Cpd83,863.403,11.69,,,,,,,,4105089.725,4436329.134,654718.6776,,3589957.198,,58636.15051,2173072.784,,288992.7076,75815.29099,1575360.382,500393.6732,,,,
Cpd84,726.468,11.75,12131373.26,9824887.8,7826080.47,12985958.78,14982900.7,15555872.97,26735305.62,20020226.92,18535997.95,11144867.45,,,,8144696.113,16153228.02,15379520.7,14654560.39,,2157078.199,,,,,
Cpd85,521.349,23.31,3384562.508,5840806.168,2757590.639,5001217.842,5239304.923,4869873.129,,6246.693821,,,,,,,,,,,,,7092995.737,5123723.29,6279568.433,7068970.511
Cpd86,364.264,18.65,1963483.549,3794578.098,2838556.468,1537050.611,2899208.741,2130253.649,,,,,,,,,,,,,,,3120377.166,2871012.43,2972024.931,2454711.811
Cpd87,615.4,11.47,8168977.461,7214694.944,3116457.376,7451052.306,10109327.31,8401263.789,18636726.52,13400414.65,12786975.3,4892708.061,,,,1538275.279,8642489.498,9391882.581,6932618.188,,,,,,,
Cpd88,399.336,21.48,3324278.695,4270651.803,3791420.017,2370923.999,3373405.039,3154272.049,,1123.682608,,,,,,2773.191622,,,,,,,5161779.147,4265975.199,5330181.063,4294027.238
Cpd89,846.391,31.53,,877119.7811,452113.5786,,1547799.594,1785139.064,,,,,,,,2839.012422,,,,,,,,3316457.703,5527092.399,3257285.986
Cpd90,168.051,2.11,,,,,,,,,,,,,,7551.68868,1131099.928,3589486.943,5012962.482,30451.95443,6721794.76,190945.5564,,,,
Cpd91,813.477,12.52,2865621.984,,,,,,,3731923.55,3478578.089,,,130032.2561,,6065207.38,,,,,,,,,,
Cpd92,135.068,3.11,16209.01063,77886.79124,150424.6693,,,,89530.85445,171169.6714,158691.6371,290371.9992,314230.8079,40073.11459,128584.1185,29597.61634,2117000.836,2608364.966,6150009.191,65682.64415,2195293.465,254579.7397,9234.656203,17981.60051,2899.638624,29782.09526
Cpd93,837.537,11.64,4091118.582,,,3246932.22,,,,5463127.321,4015926.629,,,,,2408338.709,,10040451.41,,,,,,,,
Cpd94,783.478,11.82,2058353.531,,,2162655.272,,,,,2484590.573,,,,,,,,,,,,,,,
Cpd95,264.111,10.64,,825780.0992,926870.6129,,,,3713472.603,3595594.961,3778118.546,3797215.753,5032865.762,2645636.639,4173134.311,,,,,,,,,3073.915885,,
Cpd96,818.453,29.21,,3647685.762,3624256.652,,4365323.022,4136230.085,,,,,,,,2450.297071,,,,,,,,4672795.347,5479532.004,4999228.767
Cpd97,779.546,31.07,,450215.9956,1670917.886,,1964966.713,1828268.01,,,,,,,,,,,,,,,3976029.926,2775057.743,500835.4394,2890556.376
Cpd98,723.391,29.11,2006738.344,3843318.669,3608121.771,1876021.011,3761053.18,3479413.426,,,,,,,,,,,,,,,5018066.351,4014517.84,5208239.625,4189590
Cpd99,303.293,20.28,43504.83382,321763.5984,242563.0204,2426049.191,3570608.888,258366.919,31224.63149,25464.73094,25159.22481,19814.68572,23600.11694,20987.58688,23713.21515,31733.47232,29773.48722,27034.55445,20387.37409,23672.73682,19841.25324,27415.4601,65730.29685,39973.93548,478594.5195,68194.50507
Cpd100,310.233,15.39,1214437.28,2937632.726,3071100.473,1463238.211,2398486.048,2196770.057,1429249.781,1934815.675,1921489.862,,,3863646.932,,,,,,,,,2816661.48,2657810.289,228221.8247,252426.2222
Cpd101,871.41,28.89,2237117.57,4305816.759,3981058.166,2469856.184,4266075.182,3875302.73,,,,,,,,,,,,,,,5712704.612,4490650.483,5713865.548,4723040.978
Cpd102,547.364,24.36,1281326.984,1969092.28,1396792.083,1236211.577,2403400.347,1596024.603,,,,,,,,,,,,,,5642.952315,4332721.295,3722896.143,4589328.651,3703252.305
Cpd103,797.409,31.66,,1146630.417,1122318.24,,2611014.912,2076547.381,,,,,,,,,,,,,,,,4054139.503,4655307.777,4030683.408
Cpd104,264.184,10.41,2852149.796,3948687.398,4432835.18,1341759.301,1293840.902,1422271.685,4900364.72,3367405.534,3261609.141,132936.6485,3883076.932,,,141719.6198,431311.9942,663015.9503,225058.5864,2010804.883,36150.9048,14829.26707,,,,
Cpd105,145.054,8.82,149163.8195,4973955.054,5157095.963,65851.79108,,,437609.7678,741586.1119,929400.5579,2984642.088,1683070.839,,,97541.65327,441792.9957,,,336449.7017,,881071.9841,,,,
Cpd106,161.043,2.63,,,,,,,,,,,,,,10743.11528,3770535.358,5475422.736,6438695.381,16330.30299,3374804.286,577487.1038,,,,
Cpd107,375.252,11.03,1885441.049,1971649.327,2079046.066,1615920.705,1618142.235,1682826.572,4410216.817,2942227.962,2550104.702,276987.4183,553300.0231,,,129125.3725,773735.6543,1199561.882,355608.449,452717.7035,40653.13201,20645.29679,,,,
Cpd108,461.266,11.1,1887726.096,2263092.815,2568515.044,1896643.612,1960529.389,2214523.92,4206095.397,2921423.635,2622251.097,,47295.87635,17155.66498,26617.32466,1047215.972,911121.1191,589004.8728,76798.27862,65261.54827,63045.07466,18389.90762,,,,
Cpd109,541.317,20.84,2711606.763,4773430.529,4650793.47,2162232.813,2962083.753,2670319.565,,,,,,,,,,,,,,,5263518.111,4282343.485,4411363.771,4601790.133
Cpd110,181.074,3.38,14761.77804,,,,,,,,,241135.0448,336508.252,,20400.79765,,,1617776.417,5598399.401,3785.712208,,,,,,
Cpd111,387.247,9.76,2166578.632,3126490.412,3421554.539,1141542.196,1024510,1106052.817,2360346.366,2287404.923,2274073.221,49561.98523,2047997.503,113271.3736,151411.7775,4507258.577,4270815.971,3548449.806,84287.99206,1710485.011,734707.3151,621215.6601,33734.55299,35783.04966,,
Cpd112,827.385,29.06,,3716131.881,3440928.075,,3757553.253,3417190.957,,,,,,,,,,,,,,,4953749.624,3963742.819,5043296.829,3812826.239
Cpd113,427.278,14.31,1039157.131,2640042.862,2894314.868,1303332.436,1858349.492,1724028.222,3882738.881,2431369.15,1875265.414,,,1782916.732,1796123.27,3338298.335,2062860.772,1258617.326,,,134000.0243,440822.3792,96310.3389,98505.22815,,
Cpd114,175.059,3.3,,,,,,,,,,,,,,14793.18137,4833980.287,2305948.593,542580.8157,27319.50802,88893.63744,1183824.417,,,,
Cpd115,379.251,20.57,2512609.27,1359310.938,1157063.063,1921183.541,2313450.267,1733545.095,,,,,,,,,,,,,,,4112119.69,3614008.199,2748864.635,3321266.399
Cpd116,313.226,15.37,1697842.226,2163261.265,2647963.466,1205522.275,1979843.954,1857935.824,1263273.298,3164868.618,2555712.957,,,3460467.653,,,,,,,,22182.83904,2106915.679,1990534.932,306214.0291,287496.748
Cpd117,449.314,19.5,1709832.505,2208342.859,1610908.974,1158769.421,1699187.068,1081284.206,4956.838666,,,,,,,116740.8623,213563.7646,105768.0546,122945.9371,70479.56311,317116.174,,2829615.467,2601844.256,,
Cpd118,157.146,2.65,50331.28644,2697009.442,3438166.649,233760.2358,213875.2273,303580.84,19411.7179,10205.27004,12225.39655,,38167.43915,46244.76915,22382.98459,199943.794,36838.97015,,,52103.29076,,151620.3257,9532.411356,16550.52071,8002.653541,124081.432
Cpd119,465.309,17.11,2014845.937,4521919.225,3734353.705,2059909.355,3354522.013,3026974.179,,,,,,,1013576.131,547642.8544,1066998.079,850380.6728,127543.6099,,324791.6199,814551.9843,2119696.739,2022459.835,,
Cpd120,369.29,18.65,2149629.005,4682506.182,4266676.306,1874926.667,3280270.539,2825640.36,,,,,,,,,,,,,,,3735692.737,3505639.629,4324855.872,3015593.018
Cpd121,802.365,31.66,,610376.8187,341600.7421,,1178212.381,1283834.043,,,,,,,,,,,,,,,,,4138209.625,2446878.596
Cpd122,343.273,18.03,1801872.096,3629182.092,3114503.843,1701246.317,2399487.742,2303677.918,,,,,,,,,,,,,,,2751914.727,2614461.847,3379412.592,2290113.377
Cpd123,790.996,10.91,,,,,,,,,,,,,,,,,,,,,,,,
Cpd124,790.796,10.95,,,,,,,,,,,,,,,,,,,,,,,,
Cpd125,525.286,21.7,2916453.9,3684122.113,3106405.115,2399785.669,3326488.295,2857113.609,,,,,,,,,,,1205.672952,,,,4287268.06,3577071.782,4563359.697,3346123.305
Cpd126,431.303,19.41,2005125.854,4462302.852,3418356.742,1612438.309,2542983.402,2219688.68,,,,,,,,251418.6762,449565.1522,213679.6094,189516.3344,151407.3418,712991.0006,,4167605.549,3466386.409,70592.00235,48891.05249
Cpd127,180.065,8.61,84229.10075,2030043.935,2151519.736,,,,449898.6277,540395.5568,612079.2248,290920.6076,2391473.163,25097.63365,,81504.06564,2508911.607,4255995.677,549382.5617,174822.6812,516522.8689,51166.34536,,,,
Cpd128,517.317,20.96,2960972.513,4990192.773,4535375.625,2385178.228,3479187.365,2697503.465,,,,,,,,,27975.88171,,,,,,4948327.049,4033452.215,4577094.595,4142097.87
